"","participants","item","genre_grammatical","score_miserky","description","stereotype","numero_item","question","score","RT","genre_gram_le"
"1165","1542048366 e41eb91bc77939ed9b1f462033fb0b53","pédiatre","le",0.51,"neutre_le","neutre",31,1,0.58,NA,"ale"
"1166","1542048366 e41eb91bc77939ed9b1f462033fb0b53","mannequin","le",0.68,"feminin_le","feminin",21,1,0.92,NA,"ale"
"1167","1542048366 e41eb91bc77939ed9b1f462033fb0b53","diplomate","le",0.29,"masculin_le","masculin",2,1,0.72,NA,"ale"
"1168","1542048366 e41eb91bc77939ed9b1f462033fb0b53","violoniste","le",0.56,"neutre_le","neutre",7,1,0.84,NA,"ale"
"1169","1542048366 e41eb91bc77939ed9b1f462033fb0b53","flûtiste","le",0.63,"feminin_le","feminin",9,1,0.97,NA,"ale"
"1170","1542048366 e41eb91bc77939ed9b1f462033fb0b53","pilote","le",0.24,"masculin_le","masculin",32,1,0.88,NA,"ale"
"1171","1542048894 669a44098a55d07d0a23ce04e598cf91","physiothérapeute","le",0.51,"neutre_le","neutre",25,1,0.63,NA,"ale"
"1172","1542048894 669a44098a55d07d0a23ce04e598cf91","mannequin","le",0.68,"feminin_le","feminin",21,1,0.84,NA,"ale"
"1173","1542048894 669a44098a55d07d0a23ce04e598cf91","bagagiste","le",0.19,"masculin_le","masculin",14,1,0.53,NA,"ale"
"1174","1542048894 669a44098a55d07d0a23ce04e598cf91","guide touristique","le",0.44,"neutre_le","neutre",13,1,0.57,NA,"ale"
"1175","1542048894 669a44098a55d07d0a23ce04e598cf91","flûtiste","le",0.63,"feminin_le","feminin",9,1,0.72,NA,"ale"
"1176","1542048894 669a44098a55d07d0a23ce04e598cf91","croque-mort","le",0.23,"masculin_le","masculin",26,1,0.65,NA,"ale"
"1177","1542048894 669a44098a55d07d0a23ce04e598cf91","violoniste","le",0.56,"neutre_le","neutre",7,1,1,NA,"ale"
"1178","1542048894 669a44098a55d07d0a23ce04e598cf91","modèle","le",0.65,"feminin_le","feminin",27,1,0.72,NA,"ale"
"1179","1542048894 669a44098a55d07d0a23ce04e598cf91","diplomate","le",0.29,"masculin_le","masculin",2,1,0.89,NA,"ale"
"1180","1542048894 669a44098a55d07d0a23ce04e598cf91","journaliste","le",0.46,"neutre_le","neutre",1,1,0.89,NA,"ale"
"1181","1542048894 669a44098a55d07d0a23ce04e598cf91","secrétaire","le",0.82,"feminin_le","feminin",3,1,0.95,NA,"ale"
"1182","1542048894 669a44098a55d07d0a23ce04e598cf91","bassiste","le",0.29,"masculin_le","masculin",8,1,0.83,NA,"ale"
"1183","1542048894 669a44098a55d07d0a23ce04e598cf91","pédiatre","le",0.51,"neutre_le","neutre",31,1,0.74,NA,"ale"
"1184","1542048894 669a44098a55d07d0a23ce04e598cf91","manucure","le",0.9,"feminin_le","feminin",15,1,0.76,NA,"ale"
"1185","1542048894 669a44098a55d07d0a23ce04e598cf91","pilote","le",0.24,"masculin_le","masculin",32,1,0.53,NA,"ale"
"1186","1542048894 669a44098a55d07d0a23ce04e598cf91","photographe","le",0.45,"neutre_le","neutre",19,1,0.69,NA,"ale"
"1187","1542048894 669a44098a55d07d0a23ce04e598cf91","babysitter","le",0.9,"feminin_le","feminin",33,1,0.51,NA,"ale"
"1188","1542048894 669a44098a55d07d0a23ce04e598cf91","clown","le",0.18,"masculin_le","masculin",20,1,0.83,NA,"ale"
"1189","1542050102 a94df02934ab6a63061b8a4002f27851","taxidermiste","le",0.3,"masculin_le","masculin",28,1,0.85,NA,"ale"
"1190","1542050102 a94df02934ab6a63061b8a4002f27851","vétérinaire","le",0.49,"neutre_le","neutre",36,1,0.81,NA,"ale"
"1191","1542050102 a94df02934ab6a63061b8a4002f27851","nutritionniste","le",0.74,"feminin_le","feminin",11,1,1,NA,"ale"
"1192","1542050102 a94df02934ab6a63061b8a4002f27851","métallurgiste","le",0.21,"masculin_le","masculin",34,1,0.59,NA,"ale"
"1193","1542050102 a94df02934ab6a63061b8a4002f27851","zoologiste","le",0.48,"neutre_le","neutre",18,1,0.78,NA,"ale"
"1194","1542050102 a94df02934ab6a63061b8a4002f27851","logopédiste","le",0.66,"feminin_le","feminin",23,1,0.9,NA,"ale"
"1195","1542050102 a94df02934ab6a63061b8a4002f27851","neurologue","le",0.32,"masculin_le","masculin",10,1,0.92,NA,"ale"
"1196","1542050102 a94df02934ab6a63061b8a4002f27851","gynécologue","le",0.55,"neutre_le","neutre",12,1,0.81,NA,"ale"
"1197","1542050102 a94df02934ab6a63061b8a4002f27851","réceptionniste","le",0.74,"feminin_le","feminin",5,1,0.97,NA,"ale"
"1198","1542050102 a94df02934ab6a63061b8a4002f27851","ministre","le",0.25,"masculin_le","masculin",4,1,0.93,NA,"ale"
"1199","1542050102 a94df02934ab6a63061b8a4002f27851","graphiste","le",0.43,"neutre_le","neutre",6,1,0.55,NA,"ale"
"1200","1542050102 a94df02934ab6a63061b8a4002f27851","dactylo","le",0.65,"feminin_le","feminin",29,1,0.9,NA,"ale"
"1201","1542050102 a94df02934ab6a63061b8a4002f27851","chimiste","le",0.3,"masculin_le","masculin",22,1,0.84,NA,"ale"
"1202","1542050102 a94df02934ab6a63061b8a4002f27851","biologiste","le",0.48,"neutre_le","neutre",24,1,0.88,NA,"ale"
"1203","1542050102 a94df02934ab6a63061b8a4002f27851","fleuriste","le",0.81,"feminin_le","feminin",17,1,0.96,NA,"ale"
"1204","1542050102 a94df02934ab6a63061b8a4002f27851","paysagiste","le",0.28,"masculin_le","masculin",16,1,0.93,NA,"ale"
"1205","1542050102 a94df02934ab6a63061b8a4002f27851","sténographe","le",0.5,"neutre_le","neutre",30,1,0.55,NA,"ale"
"1206","1542050102 a94df02934ab6a63061b8a4002f27851","bibliothécaire","le",0.67,"feminin_le","feminin",35,1,0.79,NA,"ale"
"1207","1542050143 5e61d85f04a0afba208cb06fd81b2337","taxidermiste","le",0.3,"masculin_le","masculin",28,1,0.51,NA,"ale"
"1208","1542050143 5e61d85f04a0afba208cb06fd81b2337","bibliothécaire","le",0.67,"feminin_le","feminin",35,1,0.94,NA,"ale"
"1209","1542050143 5e61d85f04a0afba208cb06fd81b2337","gynécologue","le",0.55,"neutre_le","neutre",12,1,0.89,NA,"ale"
"1210","1542050143 5e61d85f04a0afba208cb06fd81b2337","métallurgiste","le",0.21,"masculin_le","masculin",34,1,0.55,NA,"ale"
"1211","1542050143 5e61d85f04a0afba208cb06fd81b2337","réceptionniste","le",0.74,"feminin_le","feminin",5,1,0.88,NA,"ale"
"1212","1542050143 5e61d85f04a0afba208cb06fd81b2337","zoologiste","le",0.48,"neutre_le","neutre",18,1,0.83,NA,"ale"
"1213","1542050143 5e61d85f04a0afba208cb06fd81b2337","paysagiste","le",0.28,"masculin_le","masculin",16,1,0.99,NA,"ale"
"1214","1542050143 5e61d85f04a0afba208cb06fd81b2337","fleuriste","le",0.81,"feminin_le","feminin",17,1,0.71,NA,"ale"
"1215","1542050143 5e61d85f04a0afba208cb06fd81b2337","sténographe","le",0.5,"neutre_le","neutre",30,1,0.63,NA,"ale"
"1216","1542050143 5e61d85f04a0afba208cb06fd81b2337","chimiste","le",0.3,"masculin_le","masculin",22,1,0.51,NA,"ale"
"1217","1542050143 5e61d85f04a0afba208cb06fd81b2337","logopédiste","le",0.66,"feminin_le","feminin",23,1,0.62,NA,"ale"
"1218","1542050143 5e61d85f04a0afba208cb06fd81b2337","vétérinaire","le",0.49,"neutre_le","neutre",36,1,0.67,NA,"ale"
"1219","1542050143 5e61d85f04a0afba208cb06fd81b2337","neurologue","le",0.32,"masculin_le","masculin",10,1,0.93,NA,"ale"
"1220","1542050143 5e61d85f04a0afba208cb06fd81b2337","nutritionniste","le",0.74,"feminin_le","feminin",11,1,0.67,NA,"ale"
"1221","1542050143 5e61d85f04a0afba208cb06fd81b2337","biologiste","le",0.48,"neutre_le","neutre",24,1,0.67,NA,"ale"
"1222","1542050143 5e61d85f04a0afba208cb06fd81b2337","ministre","le",0.25,"masculin_le","masculin",4,1,0.85,NA,"ale"
"1223","1542050143 5e61d85f04a0afba208cb06fd81b2337","dactylo","le",0.65,"feminin_le","feminin",29,1,0.82,NA,"ale"
"1224","1542050143 5e61d85f04a0afba208cb06fd81b2337","graphiste","le",0.43,"neutre_le","neutre",6,1,0.64,NA,"ale"
"1225","1542050681 8a73593eb0abf06a7511f8f509a1ebb8","logopédiste","le",0.66,"feminin_le","feminin",22,1,0.58,NA,"ale"
"1226","1542050681 8a73593eb0abf06a7511f8f509a1ebb8","ministre","le",0.25,"masculin_le","masculin",6,1,0.8,NA,"ale"
"1227","1542050681 8a73593eb0abf06a7511f8f509a1ebb8","vétérinaire","le",0.49,"neutre_le","neutre",35,1,0.95,NA,"ale"
"1228","1542050681 8a73593eb0abf06a7511f8f509a1ebb8","bibliothécaire","le",0.67,"feminin_le","feminin",34,1,0.86,NA,"ale"
"1229","1542050681 8a73593eb0abf06a7511f8f509a1ebb8","chimiste","le",0.3,"masculin_le","masculin",24,1,0.9,NA,"ale"
"1230","1542050681 8a73593eb0abf06a7511f8f509a1ebb8","biologiste","le",0.48,"neutre_le","neutre",23,1,0.88,NA,"ale"
"1231","1542050681 8a73593eb0abf06a7511f8f509a1ebb8","réceptionniste","le",0.74,"feminin_le","feminin",4,1,0.93,NA,"ale"
"1232","1542050681 8a73593eb0abf06a7511f8f509a1ebb8","neurologue","le",0.32,"masculin_le","masculin",12,1,0.97,NA,"ale"
"1233","1542050681 8a73593eb0abf06a7511f8f509a1ebb8","sténographe","le",0.5,"neutre_le","neutre",29,1,0.61,NA,"ale"
"1234","1542050681 8a73593eb0abf06a7511f8f509a1ebb8","dactylo","le",0.65,"feminin_le","feminin",28,1,0.8,NA,"ale"
"1235","1542050681 8a73593eb0abf06a7511f8f509a1ebb8","taxidermiste","le",0.3,"masculin_le","masculin",30,1,0.92,NA,"ale"
"1236","1542050681 8a73593eb0abf06a7511f8f509a1ebb8","graphiste","le",0.43,"neutre_le","neutre",5,1,0.97,NA,"ale"
"1237","1542050681 8a73593eb0abf06a7511f8f509a1ebb8","nutritionniste","le",0.74,"feminin_le","feminin",10,1,0.74,NA,"ale"
"1238","1542050681 8a73593eb0abf06a7511f8f509a1ebb8","métallurgiste","le",0.21,"masculin_le","masculin",36,1,0.77,NA,"ale"
"1239","1542050681 8a73593eb0abf06a7511f8f509a1ebb8","gynécologue","le",0.55,"neutre_le","neutre",11,1,0.74,NA,"ale"
"1240","1542050681 8a73593eb0abf06a7511f8f509a1ebb8","fleuriste","le",0.81,"feminin_le","feminin",16,1,0.63,NA,"ale"
"1241","1542050681 8a73593eb0abf06a7511f8f509a1ebb8","paysagiste","le",0.28,"masculin_le","masculin",18,1,0.86,NA,"ale"
"1242","1542050681 8a73593eb0abf06a7511f8f509a1ebb8","zoologiste","le",0.48,"neutre_le","neutre",17,1,0.6,NA,"ale"
"1243","1542051011 48a9aaca640a33d25e2a98f2b6f2c399","sténographe","le",0.5,"neutre_le","neutre",29,1,1,NA,"ale"
"1244","1542051011 48a9aaca640a33d25e2a98f2b6f2c399","logopédiste","le",0.66,"feminin_le","feminin",22,1,0.98,NA,"ale"
"1245","1542051011 48a9aaca640a33d25e2a98f2b6f2c399","paysagiste","le",0.28,"masculin_le","masculin",18,1,0.54,NA,"ale"
"1246","1542051011 48a9aaca640a33d25e2a98f2b6f2c399","biologiste","le",0.48,"neutre_le","neutre",23,1,0.88,NA,"ale"
"1247","1542051011 48a9aaca640a33d25e2a98f2b6f2c399","fleuriste","le",0.81,"feminin_le","feminin",16,1,0.85,NA,"ale"
"1248","1542051011 48a9aaca640a33d25e2a98f2b6f2c399","chimiste","le",0.3,"masculin_le","masculin",24,1,0.85,NA,"ale"
"1249","1542051011 48a9aaca640a33d25e2a98f2b6f2c399","gynécologue","le",0.55,"neutre_le","neutre",11,1,0.8,NA,"ale"
"1250","1542051011 48a9aaca640a33d25e2a98f2b6f2c399","nutritionniste","le",0.74,"feminin_le","feminin",10,1,0.94,NA,"ale"
"1251","1542051011 48a9aaca640a33d25e2a98f2b6f2c399","ministre","le",0.25,"masculin_le","masculin",6,1,0.65,NA,"ale"
"1252","1542051011 48a9aaca640a33d25e2a98f2b6f2c399","zoologiste","le",0.48,"neutre_le","neutre",17,1,0.82,NA,"ale"
"1253","1542051011 48a9aaca640a33d25e2a98f2b6f2c399","réceptionniste","le",0.74,"feminin_le","feminin",4,1,0.55,NA,"ale"
"1254","1542051011 48a9aaca640a33d25e2a98f2b6f2c399","taxidermiste","le",0.3,"masculin_le","masculin",30,1,0.78,NA,"ale"
"1255","1542051011 48a9aaca640a33d25e2a98f2b6f2c399","vétérinaire","le",0.49,"neutre_le","neutre",35,1,1,NA,"ale"
"1256","1542051011 48a9aaca640a33d25e2a98f2b6f2c399","dactylo","le",0.65,"feminin_le","feminin",28,1,0.62,NA,"ale"
"1257","1542051011 48a9aaca640a33d25e2a98f2b6f2c399","métallurgiste","le",0.21,"masculin_le","masculin",36,1,0.96,NA,"ale"
"1258","1542051011 48a9aaca640a33d25e2a98f2b6f2c399","graphiste","le",0.43,"neutre_le","neutre",5,1,0.66,NA,"ale"
"1259","1542051011 48a9aaca640a33d25e2a98f2b6f2c399","bibliothécaire","le",0.67,"feminin_le","feminin",34,1,0.57,NA,"ale"
"1260","1542051011 48a9aaca640a33d25e2a98f2b6f2c399","neurologue","le",0.32,"masculin_le","masculin",12,1,0.82,NA,"ale"
"1261","1542051420 0188918450c806d97e23e06a32abff6b","réceptionniste","le",0.74,"feminin_le","feminin",6,1,0.91,NA,"ale"
"1262","1542051420 0188918450c806d97e23e06a32abff6b","chimiste","le",0.3,"masculin_le","masculin",23,1,0.57,NA,"ale"
"1263","1542051420 0188918450c806d97e23e06a32abff6b","vétérinaire","le",0.49,"neutre_le","neutre",34,1,0.97,NA,"ale"
"1264","1542051420 0188918450c806d97e23e06a32abff6b","dactylo","le",0.65,"feminin_le","feminin",30,1,0.95,NA,"ale"
"1265","1542051420 0188918450c806d97e23e06a32abff6b","taxidermiste","le",0.3,"masculin_le","masculin",29,1,0.94,NA,"ale"
"1266","1542051420 0188918450c806d97e23e06a32abff6b","graphiste","le",0.43,"neutre_le","neutre",4,1,0.58,NA,"ale"
"1267","1542051420 0188918450c806d97e23e06a32abff6b","nutritionniste","le",0.74,"feminin_le","feminin",12,1,0.74,NA,"ale"
"1268","1542051420 0188918450c806d97e23e06a32abff6b","métallurgiste","le",0.21,"masculin_le","masculin",35,1,0.86,NA,"ale"
"1269","1542051420 0188918450c806d97e23e06a32abff6b","biologiste","le",0.48,"neutre_le","neutre",22,1,0.61,NA,"ale"
"1270","1542051420 0188918450c806d97e23e06a32abff6b","logopédiste","le",0.66,"feminin_le","feminin",24,1,0.93,NA,"ale"
"1271","1542051420 0188918450c806d97e23e06a32abff6b","ministre","le",0.25,"masculin_le","masculin",5,1,0.81,NA,"ale"
"1272","1542051420 0188918450c806d97e23e06a32abff6b","zoologiste","le",0.48,"neutre_le","neutre",16,1,0.57,NA,"ale"
"1273","1542051420 0188918450c806d97e23e06a32abff6b","bibliothécaire","le",0.67,"feminin_le","feminin",36,1,0.62,NA,"ale"
"1274","1542051420 0188918450c806d97e23e06a32abff6b","paysagiste","le",0.28,"masculin_le","masculin",17,1,0.56,NA,"ale"
"1275","1542051420 0188918450c806d97e23e06a32abff6b","gynécologue","le",0.55,"neutre_le","neutre",10,1,0.7,NA,"ale"
"1276","1542051420 0188918450c806d97e23e06a32abff6b","fleuriste","le",0.81,"feminin_le","feminin",18,1,0.77,NA,"ale"
"1277","1542051420 0188918450c806d97e23e06a32abff6b","neurologue","le",0.32,"masculin_le","masculin",11,1,0.67,NA,"ale"
"1278","1542051420 0188918450c806d97e23e06a32abff6b","sténographe","le",0.5,"neutre_le","neutre",28,1,0.52,NA,"ale"
"1279","1542051445 b600b6bc70ba9f26d2d79e15b64cfafc","biologiste","le",0.48,"neutre_le","neutre",23,1,0.93,NA,"ale"
"1280","1542051445 b600b6bc70ba9f26d2d79e15b64cfafc","logopédiste","le",0.66,"feminin_le","feminin",22,1,0.87,NA,"ale"
"1281","1542051445 b600b6bc70ba9f26d2d79e15b64cfafc","chimiste","le",0.3,"masculin_le","masculin",24,1,0.61,NA,"ale"
"1282","1542051445 b600b6bc70ba9f26d2d79e15b64cfafc","vétérinaire","le",0.49,"neutre_le","neutre",35,1,0.55,NA,"ale"
"1283","1542051445 b600b6bc70ba9f26d2d79e15b64cfafc","bibliothécaire","le",0.67,"feminin_le","feminin",34,1,0.97,NA,"ale"
"1284","1542051445 b600b6bc70ba9f26d2d79e15b64cfafc","ministre","le",0.25,"masculin_le","masculin",6,1,0.97,NA,"ale"
"1285","1542051445 b600b6bc70ba9f26d2d79e15b64cfafc","sténographe","le",0.5,"neutre_le","neutre",29,1,0.89,NA,"ale"
"1286","1542051445 b600b6bc70ba9f26d2d79e15b64cfafc","nutritionniste","le",0.74,"feminin_le","feminin",10,1,0.69,NA,"ale"
"1287","1542051445 b600b6bc70ba9f26d2d79e15b64cfafc","métallurgiste","le",0.21,"masculin_le","masculin",36,1,0.81,NA,"ale"
"1288","1542051445 b600b6bc70ba9f26d2d79e15b64cfafc","zoologiste","le",0.48,"neutre_le","neutre",17,1,0.57,NA,"ale"
"1289","1542051445 b600b6bc70ba9f26d2d79e15b64cfafc","fleuriste","le",0.81,"feminin_le","feminin",16,1,0.69,NA,"ale"
"1290","1542051445 b600b6bc70ba9f26d2d79e15b64cfafc","neurologue","le",0.32,"masculin_le","masculin",12,1,0.88,NA,"ale"
"1291","1542051445 b600b6bc70ba9f26d2d79e15b64cfafc","gynécologue","le",0.55,"neutre_le","neutre",11,1,0.97,NA,"ale"
"1292","1542051445 b600b6bc70ba9f26d2d79e15b64cfafc","dactylo","le",0.65,"feminin_le","feminin",28,1,0.88,NA,"ale"
"1293","1542051445 b600b6bc70ba9f26d2d79e15b64cfafc","paysagiste","le",0.28,"masculin_le","masculin",18,1,0.52,NA,"ale"
"1294","1542051445 b600b6bc70ba9f26d2d79e15b64cfafc","graphiste","le",0.43,"neutre_le","neutre",5,1,0.92,NA,"ale"
"1295","1542051445 b600b6bc70ba9f26d2d79e15b64cfafc","réceptionniste","le",0.74,"feminin_le","feminin",4,1,0.99,NA,"ale"
"1296","1542051445 b600b6bc70ba9f26d2d79e15b64cfafc","taxidermiste","le",0.3,"masculin_le","masculin",30,1,0.89,NA,"ale"
"1297","1542052355 778e9d37953edeb49bad43a08d045f2c","bassiste","le",0.29,"masculin_le","masculin",9,1,0.88,NA,"ale"
"1298","1542052355 778e9d37953edeb49bad43a08d045f2c","violoniste","le",0.56,"neutre_le","neutre",8,1,0.61,NA,"ale"
"1299","1542052355 778e9d37953edeb49bad43a08d045f2c","babysitter","le",0.9,"feminin_le","feminin",31,1,0.51,NA,"ale"
"1300","1542052355 778e9d37953edeb49bad43a08d045f2c","diplomate","le",0.29,"masculin_le","masculin",3,1,0.72,NA,"ale"
"1301","1542052355 778e9d37953edeb49bad43a08d045f2c","pédiatre","le",0.51,"neutre_le","neutre",32,1,0.81,NA,"ale"
"1302","1542052355 778e9d37953edeb49bad43a08d045f2c","flûtiste","le",0.63,"feminin_le","feminin",7,1,0.78,NA,"ale"
"1303","1542052355 778e9d37953edeb49bad43a08d045f2c","bagagiste","le",0.19,"masculin_le","masculin",15,1,0.73,NA,"ale"
"1304","1542052355 778e9d37953edeb49bad43a08d045f2c","photographe","le",0.45,"neutre_le","neutre",20,1,0.83,NA,"ale"
"1305","1542052355 778e9d37953edeb49bad43a08d045f2c","manucure","le",0.9,"feminin_le","feminin",13,1,0.93,NA,"ale"
"1306","1542052355 778e9d37953edeb49bad43a08d045f2c","clown","le",0.18,"masculin_le","masculin",21,1,0.86,NA,"ale"
"1307","1542052355 778e9d37953edeb49bad43a08d045f2c","journaliste","le",0.46,"neutre_le","neutre",2,1,0.86,NA,"ale"
"1308","1542052355 778e9d37953edeb49bad43a08d045f2c","mannequin","le",0.68,"feminin_le","feminin",19,1,0.63,NA,"ale"
"1309","1542052355 778e9d37953edeb49bad43a08d045f2c","pilote","le",0.24,"masculin_le","masculin",33,1,0.73,NA,"ale"
"1310","1542052355 778e9d37953edeb49bad43a08d045f2c","physiothérapeute","le",0.51,"neutre_le","neutre",26,1,0.64,NA,"ale"
"1311","1542052355 778e9d37953edeb49bad43a08d045f2c","secrétaire","le",0.82,"feminin_le","feminin",1,1,0.98,NA,"ale"
"1312","1542052355 778e9d37953edeb49bad43a08d045f2c","croque-mort","le",0.23,"masculin_le","masculin",27,1,0.54,NA,"ale"
"1313","1542052355 778e9d37953edeb49bad43a08d045f2c","guide touristique","le",0.44,"neutre_le","neutre",14,1,0.82,NA,"ale"
"1314","1542052355 778e9d37953edeb49bad43a08d045f2c","modèle","le",0.65,"feminin_le","feminin",25,1,0.89,NA,"ale"
"1315","1542052547 a33efbf9578cc4a72b7a78124fbc9c83","croque-mort","le",0.23,"masculin_le","masculin",27,1,0.94,NA,"ale"
"1316","1542052547 a33efbf9578cc4a72b7a78124fbc9c83","secrétaire","le",0.82,"feminin_le","feminin",1,1,0.61,NA,"ale"
"1317","1542052547 a33efbf9578cc4a72b7a78124fbc9c83","journaliste","le",0.46,"neutre_le","neutre",2,1,0.77,NA,"ale"
"1318","1542052547 a33efbf9578cc4a72b7a78124fbc9c83","pilote","le",0.24,"masculin_le","masculin",33,1,0.88,NA,"ale"
"1319","1542052547 a33efbf9578cc4a72b7a78124fbc9c83","modèle","le",0.65,"feminin_le","feminin",25,1,0.51,NA,"ale"
"1320","1542052547 a33efbf9578cc4a72b7a78124fbc9c83","physiothérapeute","le",0.51,"neutre_le","neutre",26,1,0.69,NA,"ale"
"1321","1542052547 a33efbf9578cc4a72b7a78124fbc9c83","bagagiste","le",0.19,"masculin_le","masculin",15,1,0.99,NA,"ale"
"1322","1542052547 a33efbf9578cc4a72b7a78124fbc9c83","mannequin","le",0.68,"feminin_le","feminin",19,1,0.91,NA,"ale"
"1323","1542052547 a33efbf9578cc4a72b7a78124fbc9c83","pédiatre","le",0.51,"neutre_le","neutre",32,1,0.83,NA,"ale"
"1324","1542052547 a33efbf9578cc4a72b7a78124fbc9c83","diplomate","le",0.29,"masculin_le","masculin",3,1,0.72,NA,"ale"
"1325","1542052547 a33efbf9578cc4a72b7a78124fbc9c83","manucure","le",0.9,"feminin_le","feminin",13,1,0.62,NA,"ale"
"1326","1542052547 a33efbf9578cc4a72b7a78124fbc9c83","violoniste","le",0.56,"neutre_le","neutre",8,1,0.79,NA,"ale"
"1327","1542052547 a33efbf9578cc4a72b7a78124fbc9c83","clown","le",0.18,"masculin_le","masculin",21,1,0.82,NA,"ale"
"1328","1542052547 a33efbf9578cc4a72b7a78124fbc9c83","flûtiste","le",0.63,"feminin_le","feminin",7,1,0.62,NA,"ale"
"1329","1542052547 a33efbf9578cc4a72b7a78124fbc9c83","photographe","le",0.45,"neutre_le","neutre",20,1,0.53,NA,"ale"
"1330","1542052547 a33efbf9578cc4a72b7a78124fbc9c83","bassiste","le",0.29,"masculin_le","masculin",9,1,0.82,NA,"ale"
"1331","1542052547 a33efbf9578cc4a72b7a78124fbc9c83","babysitter","le",0.9,"feminin_le","feminin",31,1,0.95,NA,"ale"
"1332","1542052547 a33efbf9578cc4a72b7a78124fbc9c83","guide touristique","le",0.44,"neutre_le","neutre",14,1,0.57,NA,"ale"
"1333","1542052623 8e96d0d417c34bd64040048a54fb0b45","vétérinaire","le",0.49,"neutre_le","neutre",35,1,0.75,NA,"ale"
"1334","1542052623 8e96d0d417c34bd64040048a54fb0b45","nutritionniste","le",0.74,"feminin_le","feminin",10,1,0.74,NA,"ale"
"1335","1542052623 8e96d0d417c34bd64040048a54fb0b45","chimiste","le",0.3,"masculin_le","masculin",24,1,0.84,NA,"ale"
"1336","1542052623 8e96d0d417c34bd64040048a54fb0b45","biologiste","le",0.48,"neutre_le","neutre",23,1,1,NA,"ale"
"1337","1542052623 8e96d0d417c34bd64040048a54fb0b45","fleuriste","le",0.81,"feminin_le","feminin",16,1,0.74,NA,"ale"
"1338","1542052623 8e96d0d417c34bd64040048a54fb0b45","métallurgiste","le",0.21,"masculin_le","masculin",36,1,0.97,NA,"ale"
"1339","1542052623 8e96d0d417c34bd64040048a54fb0b45","graphiste","le",0.43,"neutre_le","neutre",5,1,0.62,NA,"ale"
"1340","1542052623 8e96d0d417c34bd64040048a54fb0b45","réceptionniste","le",0.74,"feminin_le","feminin",4,1,0.53,NA,"ale"
"1341","1542052623 8e96d0d417c34bd64040048a54fb0b45","ministre","le",0.25,"masculin_le","masculin",6,1,0.72,NA,"ale"
"1342","1542052623 8e96d0d417c34bd64040048a54fb0b45","zoologiste","le",0.48,"neutre_le","neutre",17,1,0.79,NA,"ale"
"1343","1542052623 8e96d0d417c34bd64040048a54fb0b45","bibliothécaire","le",0.67,"feminin_le","feminin",34,1,0.72,NA,"ale"
"1344","1542052623 8e96d0d417c34bd64040048a54fb0b45","paysagiste","le",0.28,"masculin_le","masculin",18,1,0.53,NA,"ale"
"1345","1542052623 8e96d0d417c34bd64040048a54fb0b45","gynécologue","le",0.55,"neutre_le","neutre",11,1,0.79,NA,"ale"
"1346","1542052623 8e96d0d417c34bd64040048a54fb0b45","logopédiste","le",0.66,"feminin_le","feminin",22,1,0.54,NA,"ale"
"1347","1542052623 8e96d0d417c34bd64040048a54fb0b45","neurologue","le",0.32,"masculin_le","masculin",12,1,0.7,NA,"ale"
"1348","1542052623 8e96d0d417c34bd64040048a54fb0b45","sténographe","le",0.5,"neutre_le","neutre",29,1,0.88,NA,"ale"
"1349","1542052623 8e96d0d417c34bd64040048a54fb0b45","dactylo","le",0.65,"feminin_le","feminin",28,1,0.51,NA,"ale"
"1350","1542052623 8e96d0d417c34bd64040048a54fb0b45","taxidermiste","le",0.3,"masculin_le","masculin",30,1,0.83,NA,"ale"
"1351","1542053266 bfda55216e5d7054b8de150a46fe6aea","manucure","le",0.9,"feminin_le","feminin",14,1,0.7,NA,"ale"
"1352","1542053266 bfda55216e5d7054b8de150a46fe6aea","pilote","le",0.24,"masculin_le","masculin",31,1,0.95,NA,"ale"
"1353","1542053266 bfda55216e5d7054b8de150a46fe6aea","guide touristique","le",0.44,"neutre_le","neutre",15,1,0.61,NA,"ale"
"1354","1542053266 bfda55216e5d7054b8de150a46fe6aea","mannequin","le",0.68,"feminin_le","feminin",20,1,0.54,NA,"ale"
"1355","1542053266 bfda55216e5d7054b8de150a46fe6aea","bagagiste","le",0.19,"masculin_le","masculin",13,1,0.51,NA,"ale"
"1356","1542053266 bfda55216e5d7054b8de150a46fe6aea","pédiatre","le",0.51,"neutre_le","neutre",33,1,0.7,NA,"ale"
"1357","1542053266 bfda55216e5d7054b8de150a46fe6aea","flûtiste","le",0.63,"feminin_le","feminin",8,1,0.52,NA,"ale"
"1358","1542053266 bfda55216e5d7054b8de150a46fe6aea","clown","le",0.18,"masculin_le","masculin",19,1,0.54,NA,"ale"
"1359","1542053266 bfda55216e5d7054b8de150a46fe6aea","physiothérapeute","le",0.51,"neutre_le","neutre",27,1,0.67,NA,"ale"
"1360","1542053266 bfda55216e5d7054b8de150a46fe6aea","modèle","le",0.65,"feminin_le","feminin",26,1,0.58,NA,"ale"
"1361","1542053266 bfda55216e5d7054b8de150a46fe6aea","croque-mort","le",0.23,"masculin_le","masculin",25,1,0.93,NA,"ale"
"1362","1542053266 bfda55216e5d7054b8de150a46fe6aea","photographe","le",0.45,"neutre_le","neutre",21,1,0.7,NA,"ale"
"1363","1542053266 bfda55216e5d7054b8de150a46fe6aea","babysitter","le",0.9,"feminin_le","feminin",32,1,0.87,NA,"ale"
